,0,1,2
739,깔끔한 페이스,깔끔한 애플로고 페이스 아사모에서 보고 다운받았는데배터리 추가해서 사용하는데 아주 좋아요👍🏻​+꽃찡비님ᰔ 제작 페이스,2021.07.06. 10:21
740,애플케어 플러스 가입했어요~ ㅎㅎ,워치se 나이키 44mm 구입할때 애케플 가입하라는거 안하고 있었는데그냥 맘편히 사용하려고 구입후 60일전 40일 됐을때 전화로 가입했네요가입절차도 몇가지 물어보고 금방끝났어요 이제 맘편히 사용해야겠네요 ㅎㅎㅎㅎㅎㅎㅎ,2021.07.06. 09:47
741,오늘의 워치입니다,매일을 페이스와 스트랩 바꿔가는 재미로 보내고 있네요 ㅎㅎ,2021.07.06. 08:55
742,저도 얼마 전에 스트랩 하나 장만했습니다,​기존 사용하던 밀레니즈 루프는 너무 불편하여 이번에 새로 구입했습니다 ~! ​가격 대비 정말 마음에 들어요​제품명 :  아띠즈 리미티드 메탈 스냅 애플워치 스트랩,2021.07.06. 08:16
743,애플뮤직 다운로드,워치에 음악 다운받으려고 하는데 아래 화면에서 몇시간째 넘어가질 않습니다 어떻게해야되나요…,2021.07.06. 06:38
744,SE 질렀어요☺️☺️,40mm랑 44mm중에서 엄청 고민했었는데막상 착용해보니까 은근히 손목에 부담이 가더라구요그래서 결국 40mm 알루미늄 실버로 질렀어요ㅎㅎ사실 선물받은거긴 하지만요ㅋㅋ​원래 워치 사기전에는 무조건 스그!!!이러면서 매장에 갔는데 실버가 너무 예쁘더라구요...ㅠㅠㅠ앞으로 줄질할 생각하니 설레기도 하면서도 텅장이 될까봐 두렵네요ㅋ​실버 워치는 진리입니다🤣,2021.07.06. 00:22
745,이기능 아세요 ?!?!?!,"Loading... player_likesound_mutesound_mutesound_volume2sound_volume3 [x]Player Size:0 x 0Current Resolution:0PMax Abr Resolution:0PProtocol:hlsCurrent Bandwidth:Average Bandwidth:Buffer Health:Frame Drop Rate:0/0 도움말라이센스Video Statistic Version 4.24.6 (HLS)Build Date (2021/5/12)NAVER Corp.     동영상 인코딩 중입니다.5분 이상 소요될 수 있으며, 영상의 길이에 따라 소요 시간은 달라집니다.    뿅    재생 수539    topleft rightbottom마우스를 드래그 하세요360° Video도움말 MULTI TRACK멀티트랙의 트랙별 영상은 우측 관련영상에서 볼 수 있습니다.선거광고 안내       음소거00:00 | 00:18 화질 선택 옵션자동     자동       270p       480p       720p  HD  화질  전체화면    00:02  00:05  00:09  00:13  00:16 광고정보 더보기초 후 SKIP초 후 재생SKIP광고 후 계속됩니다.SNS 공유소스 코드Band Twitter Facebook Blog CafeURL 주소복사HTML 소스544 x 306740 x 416936 x 5261280 x 720복사Flash 미지원으로 Object 코드 퍼가기 기능은 더 이상 지원되지않습니다.도움말 플레이어 URL 복사 레이어 닫기접기/펴기신기뿅#애플워치#페이스



 



​​화면이 제가 설정한 사진으로 계속 바껴요 ㅋㅋㅋ넘 기엽지 아나요?!??!",2021.07.05. 22:19
746,월요일 거의 끝나가유,장마라 날씨가 꾸무리 하네요막걸리에 김치전 먹고 싶다..,2021.07.05. 22:04
747,제일 많이 쓰는 페이스요,거의 90프로 이 페이스로 써요,2021.07.05. 20:59
748,늦었지만 7월 목표 입니닷,움직이기 목표 200% 15번 달성하기네요!! 1000kcal 소모하면 받을 수 있겠어요 ㅎㅎㅎ,2021.07.05. 20:48
749,오늘도 내일도 언제나 기본 페이스,기본이 베스트인것 같아요 ㅎㅎ,2021.07.05. 19:38
750,워치병치료했습니다…!,시계는 실버지 싶어서 실버로 그냥 질러버렸네요 ㅋㅋ스트랩 좋은거 있으시면 추천부탁드립니다!,2021.07.05. 19:36
751,스트랩은 같지만!,"스트랩은 여전히 같지만페이스를 바꾼 기념(?)으로 올려봐요 ㅋㅋ​미니페이스 만드신 애플직원분,, 복받으시길무척 애정하는 페이스에요 ㅋㅋ날씨가 쌀쌀해서 셔츠 겉옷으로 입구왓는데 딱좋네여다들 감기(?)조심하세요!",2021.07.05. 19:29
752,스트랩 정리함,하나하나 늘어가는 스트랩들을 정리하기위해 다이소 정리함을 구매해 왔네요!! 모두 채우는 그날까지 줄질은 계속 됩니다!!💗💗,2021.07.05. 18:51
753,오늘의 워치 모음,오늘의 워치 모음이라고나할까요?^^아사모의 금손님들 덕분에 매일 매일 즐거운 워치 라이프(?)를 즐기고 있답니다~ 감사합니다^^,2021.07.05. 18:30
754,(사진x) 드디어 저두 워치 주문했어요 📣🎉,​서울 놀러갈 때 애플스토에서 구매해야지 하다가차라리 저렴하게 구매하는게 낫겠다싶어주문했어요!!-워치se /40/셀룰러마침 신한카드 청구할인이 떠서 쿠폰/카드사 포인트 적용하니 ₩34만원대에 주문해썽요!!​두근두근 떨리네요 ㅎㅎ오면 인증할게요 🤳,2021.07.05. 17:55
755,선물받은 워치예욤 ㅎㅎ,​​얼마전 생일선물로 워치 받았는데 스트랩이 넘 불편해서 쓰기 어렵다니까 밀레니즈도 선물받았어용 💖넘 좋아요ㅠㅠㅠㅠㅠㅠㅠㅠㅠ 예뿌죠!!!!!?,2021.07.05. 17:23
756,오..,손목에 비해 큰게 좀 아쉽긴하지만 너무 좋습니다 흐흐흫ㅎㅎ,2021.07.05. 15:34
757,출근룩에는 역시..,가입인사 이후로 처음써보는 게시글이예요 ㅎㅎ​헬요일은 언제나 힘드군요... ㅜ​예쁜 워치 밴드 하나 툭 건네고가용,2021.07.05. 15:28
758,오늘의 워치,오랜만의 오늘의 와치!!🌟 누가 골드가 줄질이 힘들다 그러셨나요!!🤔🤔 나름 노랑에 골드 이쁩니다❤️❤️ 오늘은 카페에서 공부를~~!,2021.07.05. 15:06
759,줄질은 계속됩니다!,"​



 

























이번 줄질도 성공했습니다:)메탈줄이 좁아지는 디자인이라 너무 좋네요살 닿는면적도 적어서 덥지도 않고 가볍고!!개꿀띠더 좋았던건 공구 없이 길이조절 가능했다는게 개이득:)",2021.07.05. 14:18
760,애플워치 시리즈2 42mm 스테인리스 리퍼 후기,"시리즈2 제품은 고질적으로 배터리가 임신하는 증상이 있습니다. 뭐 리튬이온 배터리 특성상​모든 애플워치 제품군에 나타날 증상이라고 생각하지만, 애플 본인들은 구세대 제품만 그렇다고 하니​그려려니 합시다. ​여튼 아주아주 오래된 제품이고 저도 오랫동안 잘 써왔는데, 결국 임신 했네요​무상 리퍼기간은 끝났고, 배터리 교체비만 내면 리퍼가능하다길래 (애플스토어 : 99,000 / 타 공인업체 : 13만원 중 후반)​애플워치2, 3 스테인리스 중고가와 고민하다가 결국 위니아에이드에서 13만 7천원 내고 리퍼를 받았습니다.​처음에는 그 돈에 좀 보태서 걍 SE 를 살까 했는데, 제 직업상 알루미늄 워치는 한달안에 기스투성이가 될게 뻔해서, ​내구성이 좋은 스테인리스 모델만 고려했는데 신제품들은 너무 비싸더라고요​또, 이제 애플워치 시리즈2는 단종된지 꽤 되어서, 애플워치3로 교환해주는 사례도 왕왕 봐서​'혹시 나도?' 라는 마음도 있어서 리퍼 맡겼습니다.​결과는 시리즈 2 스테인리스 신품으로 잘 받았습니다. ㅎㅎㅎ​리퍼로 제품 업그레이드는 정말 선택받은 사람들만 해당하나 보네요.​그래도 새거라서 액정도 몸통도 깨끗해서 좋네요.​어짜피 시계+문자, 전화 알림용도로만 쓰니까 성능에도 큰 불만도 없고요.​혹시 배터리 문제로 시리즈2 스테인리스 리퍼 생각하시는 분 계시면, 저처럼 성능에 불만이 없으시고 서울에 사시면 추천드리고 (중고보다 쌉니다)​이걸로 애플워치3 이상급을 받기를 기대하신다면 전 비추 드릴게요. 재고 많대요~ ㅎㅎㅎ",2021.07.05. 13:47
761,예뿐 오늘의 회색화이트?워치,​​​걍 넘 예쁘길래 찍어봤어요~.~,2021.07.05. 12:25
762,역시… 이조합은 늘 짜릿하죠,진짜…이조합은… 근본 오브 근본투명스트랩에 투명 베젤케이스에다가 이번에 새로 구매한 쫀득쫀득한 느낌이 있는 필름까지!!!너무 좋네요 ㅋㅋㅋ,2021.07.05. 10:54
763,RM 27-04,"계속 수정중인데 혹 필요하신 분 있으시면 댓글로..



 














​",2021.07.05. 10:51
764,clockology 퓨리케어x무직타이거 워치페이스!!,무직타이거 홈페이지에서 공유기간 끝났다고 해서 진짜 너무 슬펐는데ㅠㅠ..구글에서 검색해보니 아직 공유를 하고 있네요!! 다시 열어주신건지 뭔지;;너무 귀여서서 엄청 쓰고 싶었느데ㅠㅠ) 한동안은 이걸로 계속 쓸거 같아요!!,2021.07.05. 10:19
765,업그레이드 2탄,클락콜로지 기존에 있던거 색상 변경하고패턴추가해봤습니다.ㅎ​,2021.07.05. 10:05
766,나토밴드스트뤱,나토밴드 스트랩이에용 스트랩 쇼핑하다가 이게 뭔지궁금해하실분들 계실거 같아서(사기전에 저도 이게뭐지? 함) 실물올려봅니당...손목얇으시면 더더더예쁠거같아여,2021.07.05. 09:25
767,월요일 모두 힘내세요~,화이팅!!​,2021.07.05. 09:17
768,ㅇㄹ발 첫구매 일찍왔어용!,"크크크크 컬러풀하게 껴보고 싶어서 구매해봤는데 일주일만에 왔네요? 첫구매인데 엄청 좋아용~ 다른 ㅇㄹ 샵에서 구매한건 올라면 멀었지만 ㅜㅜ유명한 저 샵은 ㅋㅋㅋ일주일만에 보내줫어용 +_+​



 

























깜찍한 미니도 넣어보고, 역시나 뷔는 빠질수없구영😍😎​



 

























큭큭 퍼플이님의 죠르디도 빠질수가 없져 ㅋㅋㅋㅋ



 









 

























스트랩들이 아직 안와서 베젤링만 10개네용 헤헤헤얼른 도착들좀 했으면 /ㅁ/🤩​아직도 주문한게 한가득이고 장바구니도 한가득이네용 ㅎㅎㅎ 자꾸자꾸 욕심만 생기네요 이러다가 워치값 금방 넘어갈것 같아요



 









 



마지막으로 앙증맞은 꿀벌케이크 올리고 가요:)",2021.07.04. 23:27
769,오랜만에,​​오랜만에 오늘의 워치!요즘은 메탈 스트랩만 종류별로 돌아가며 차는 듯😐,2021.07.04. 23:12
770,첫 줄질!!,밀레니즈만 끼다가 ㅇㄹ표 가죽스트랩 처음 사봤는데 느낌이 다르네요!!!  가격대비 만족스럽습니다~_~눈팅으로만 보다가 껴보니 색다르네요!!줄질에 빠질거 같아요...🤣,2021.07.04. 21:28
771,결국....몽끼가 헐...(With 미키마우스),"안녕하세여🙌🏻몽키개코입니동🙊주말 즐겁게 보내셔써여?​주말 마무리는 오늘의 워치를 올려야 제맛😋있짜나여제가여결국스트랩 뽐뿌 못참그여 슬림가죽스트랩 트리플 달성해뜸여여윽시 깔별로 줍줍이쥬



 














기본 색상이 최고에여👍🏻그래서 또 스트랩에 어울리는 페이스를 찾아야쥬? 또르르...한계가 와쒀어결국 내맘대루 순정페이스(사진페이스)만들어버림🤣🤣몽끼가여 요즘 디올에 또 빠져가지구여🤭휘뚜르 마뚜르 똥손나감니이다앙



 

























스트랩하구 블랙으로 깔맞춤😎



 














아이구 내 족발샷🙈



 

























베이지는 파랑색으루 뽀인트💙여름이니까 페이스라도 시원...하게?🤣



 

























브라운으로 깔맞춤👀​그리고 번외편!🙈



 

























미키마우스🤭미키스트랩&미키페이스&미키반지100% 완벽하게 깔맞춤



 









 



당당하게...미키마우뜨....🙈​몽끼는 이만 도망갑니다아🤣",2021.07.04. 20:28
772,스댕 실버 1일차,"스댕 그래파이트에서 스댕 실버로 넘어왔는데​이맛이군요 스댕 실버의 영롱함​그래파이트는 뭔가 차분하였는데 실버는 블링 블링 



 














​",2021.07.04. 19:12
773,이거 갤럭시워치가 따라하겠죠?,​이걸 안따라 할 삼성이 아닌데,2021.07.04. 18:05
774,가죽스트랩은 진짜….,진짜 가죽스트랩 커스텀으로 주문해서 구매했는데 정말이지 너무너무 이쁩니다! 블루 워치랑 너무 잘 어울려서 만족하고 있어요 ㅋㅋㅋㅋㅋ 스트랩 주문하고 6개월 기다린것같은데 정말.... 후회하지 않고있어요 ㅋㅋㅋㅋㅋ,2021.07.04. 17:00
775,SE + 가죽밴드,야간근무 하다가 끌려서 ㅋㅍ에서 구매한 가죽밴드입니다! 가격치고  퀄리티도 좋고 예쁘네요!​​제품링크는 따로 안알려드립니다! 카페 규칙상 홍보글이 될수도 있어서요!​15000원 언저리 하는 제품입니다!,2021.07.04. 12:40
776,하나씩 알아가는 재미가 있네요,"금요일에 사 와서 이것저것 만져보고 있어요 ​첫 워치라 경험도 해 볼 겸활용도도 알아 갈 겸 해서 SE로 구매했는데애케플 가입해서 쌩워치로 착용 중인데 애케플 있으신 분은 필름이나 케이스 안쓰시나요?​폰이랑 미러링 되는 거 편하고 👍마스크 쓴 채로 잠금 해제되는 것도 👍👍



 














​일단 간지템은 맞는 것 같아요 ㅋㅋ놀러 가서 카메라 리모컨도 편할 것 같고요 ​곧 음악 좀 옮겨서 운동 나갈 때 워치랑 에어팟만 끼고 나가보고 싶네요 ​충전거치대부터 사야겠어요 ​​​​​",2021.07.04. 12:05
777,여성은 실버 남성은 스그 많이 사용하는 듯,40은 실버가 더 팔리고44는 스그가 더 팔리넹,2021.07.03. 23:54
778,색감 대박적인 스트랩 하나 가져왔지모에요🖤🤍🤎,"안녕하세용!!!즐거운 주말의 워치는 바로에토프 가죽 스트랩!!!!진짜 색감이..!!​에토프 색상 스트랩은 많긴한데 이렇게 그레이빛나면서 붉은기가 다운된 에토프색?은흔치않아서 바로데려왓숨니다ㅜㅜ 후회없는선택이었어용🖤🤍​



 




































진짜 붉은기 적은 그레이빛 에토프라서 포멀룩에도 캐주얼에도 잘어울림쓰,,🤍​​​



 




































LUCY님의 LOEWE페이스 적용해바쏘용가죽이랑 에토프랑 넘잘어울료용ㅜㅜ💗​​



 














존맛이었던 토욜브런치 사진 같이 던져봅니댜,,총총🍔",2021.07.03. 23:08
779,애플워치6 스테인리스 샀어요!!!,처음에 워치se 스그 구매하고 계속해서 스테인리스가 눈에 너무 아른 거리더라구요ㅠㅠㅠ 결국 보름만에? se중고로 팔고다행히 운이 좋게도? 워치6 스뎅 미개봉 65만에 판다는 분 만나서 감사하게도 또 깎아 주셔서 미개봉 스뎅을 60에 GET했어용!!!! 결과는 완전 대대대대 만족이예용.저는 무조건 기능?보다 패션시계로만 생각하고 스뎅산건데볼때마다 넘 예쁘고 마음에 들어요ㅠㅠㅠㅠ​패션시계로 생각하고 구매한거라모든 기능 다끄고 aod만 켜놨어용ㅋㅋㅋㅋ배터리도 빨리 안닳고 너무넘모 예쁘고 마음에 드네요...아마 새상품 90이었으면 그냥 포기했을텐데60에 미개봉 구매해서 넘 조습니닷ㅋㅋㅋㅋaod는 심플한게 젤 예쁜거 같은데배터리 표시도 안되고 좀 불편은 하지만....그래도 넘 예뻐서 맘에 들어용...❤️​진짜진짜 웬만한?  아날로그 시계 구매하느니적당한 애플워치가 백배 예쁜거 같아용살면서 시계에 욕심 내본적 단 한번도 없는데애플워치 만큼은 마음 빼았겼네요....ㅋㅋㅋㅋㅋ​곧 워치7 나올테지만 워치6으로 만족하고잘 끼고 댕겨야겠어용,2021.07.03. 22:16
780,27세 남성의 강해보이는 워치Feat.띠니니님페이스,ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ강해보이져,2021.07.03. 18:04
781,"DIY 워치페이스, 자기 이름 브랜드 로고처럼 만들기","watchanything이란 앱을 이제야 알았어요 ㅎㅎ명품 브랜드 로고 넣어서 분위기를 살려보는 것도 재미있지만, 자기 이니셜 예쁘게 넣어서 브랜드 로고처럼 만들어보는 것도 흥미롭네요! 자기 이니셜은 인터넷 웹사이트에서 필기체 변환해서 워치애니띵으로 넣으면 간편해요! 다들 해보세요!!(뒷북일수도..ㅎㅎ)",2021.07.03. 17:43
782,나달 27-04,"시분침 , 뎀프너 이미지 다시 만들고 줄만 위로 올리면 그냥저냥 비슷하지 않을까 싶네요 ㅎ",2021.07.03. 17:10
783,워치 액정 교환(수리)하느니 새로 사는게 낫겠죠?,작년인가 재작년인가 애플워치 3세대 사서 쓰고 있었는데넘어져가지고... 시멘트 바닥에 넘어져서 액정이 스크래치가 장난아니게 생겼습니다.지금 3세대가 보니까 25만원인가 대충 그정도 하던데그냥 새로 사는게 낫겠죠...? 액정교환비용 애플거는 어떤 제품이던 항상 장난 아니었던거 같은데그리고 워치 살때는 그냥 애플 공홈에서 사는게 제일 싸려나요?흑흑 내 워치ㅠㅠ,2021.07.03. 17:06
784,비오는날 워치,비오는 더운날 역시 밀레니즈루프가 짱이네요베젤링이랑도 잘어울리네요,2021.07.03. 16:03
